V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
39,Dependiente,103110,Técnico,Soltero,Medio,Media,Masculino,0,0,50,Medio
32,Dependiente,53135,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Bajo
32,Dependiente,318647,Técnico,Soltero,Medio,Media,Masculino,0,0,48,Alto
28,Dependiente,180928,Secundaria,Soltero,Alto,Alta,M,5013,0,55,Bajo
45,Dependiente,226246,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Alto
41,Dependiente,171351,Secundaria,Soltero,Alto,Alta,M,0,0,40,Medio
31,Dependiente,137681,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
41,Dependiente,34037,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
34,Dependiente,172928,Secundaria,Soltero,Alto,Alta,Masculino,0,0,65,Medio
45,Dependiente,81534,Secundaria,Soltero,Alto,Alta,Masculino,0,0,84,Alto
45,Dependiente,148995,Técnico,Soltero,Bajo,Media,Masculino,15024,0,40,Alto
27,Dependiente,193898,Técnico,Soltero,Bajo,Media,Masculino,0,0,45,Alto
21,NA,278391,Secundaria,Conviviente,NA,NA,Masculino,0,0,16,Bajo
22,Dependiente,62507,Técnico,Conviviente,Bajo,Media,Femenino,0,0,40,Bajo
19,Dependiente,260333,Secundaria,Conviviente,Bajo,Bajo,Femenino,0,0,20,Bajo
32,Independiente,113838,Secundaria,Soltero,Alto,Alta,Masculino,0,0,99,Bajo
35,Independiente,35309,Técnico,Conviviente,Alto,Alta,Masculino,0,0,28,Alto
33,Dependiente,124187,Técnico,Conviviente,Alto,Alta,Masculino,0,0,32,Alto
42,Dependiente,277488,Superior,Soltero,Medio,Media,Masculino,15024,0,65,Alto
26,Independiente,393728,Secundaria,Soltero,Alto,Alta,Masculino,0,0,24,Alto
31,Independiente,78291,Técnico,Conviviente,Bajo,Alta,Femenino,0,0,40,Bajo
41,Dependiente,136419,Técnico,Soltero,Medio,Media,Masculino,0,0,75,Alto
28,Dependiente,119793,Secundaria,Conviviente,Alto,Alta,M,0,0,40,Alto
58,NA,97634,Sin estudios,Soltero,NA,NA,Masculino,0,0,40,Bajo
31,Dependiente,200246,Primaria,Conviviente,Bajo,Bajo,Masculino,0,0,40,Bajo
60,Dependiente,191446,Secundaria,Soltero,Alto,Alta,Masculino,NA,0,40,Alto
40,Dependiente,287008,Superior,Soltero,Alto,Alta,Masculino,15024,0,55,Alto
23,Independiente,129232,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
41,Dependiente,37869,Secundaria,Soltero,Alto,Alta,Masculino,0,1902,40,Alto
45,Dependiente,198759,Superior,Soltero,Alto,Alta,Masculino,0,0,60,Alto
43,Independiente,118853,Secundaria,Soltero,Alto,Alta,Masculino,4386,0,99,Alto
27,Dependiente,188189,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,30,Alto
19,Dependiente,182355,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,20,Alto
50,Dependiente,240612,Técnico,Soltero,Alto,Alta,Femenino,0,0,60,Medio
63,Dependiente,30813,Superior,Soltero,Alto,Alta,Masculino,0,0,50,Alto
46,Dependiente,205100,Técnico,Soltero,Bajo,Bajo,Masculino,0,0,48,Medio
41,Dependiente,82393,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
24,Dependiente,205844,Técnico,Conviviente,Bajo,Media,Femenino,0,0,40,Bajo
57,Independiente,139452,Secundaria,Soltero,Alto,Alta,Femenino,0,0,16,Medio
32,Dependiente,204374,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
33,Dependiente,261511,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
31,Mixto,292592,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Bajo
60,Independiente,21876,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Alto
51,Dependiente,141388,Secundaria,Soltero,Alto,Alta,M,0,0,55,Bajo
43,Dependiente,221172,Técnico,Soltero,Bajo,Media,Masculino,0,0,24,Alto
41,Dependiente,150755,Superior,Soltero,Alto,Alta,Masculino,15024,0,50,Alto
39,Dependiente,186191,Superior,Soltero,Alto,Alta,Masculino,0,1848,50,Alto
43,Dependiente,193459,Secundaria,Soltero,Alto,Alta,Masculino,0,0,60,Alto
19,Dependiente,262601,Secundaria,Conviviente,Alto,Alta,Femenino,4800,0,14,Alto
38,Dependiente,478829,Superior,Soltero,Alto,Alta,Masculino,NA,0,50,Alto
28,Dependiente,376302,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,45,Bajo
28,Dependiente,204516,Primaria,Conviviente,Medio,Media,M,0,0,40,Bajo
37,Independiente,272471,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Bajo
37,Dependiente,49626,Técnico,Soltero,Alto,Alta,Masculino,0,0,43,Medio
44,Independiente,254134,Técnico,Soltero,Alto,Alta,Masculino,0,0,40,Alto
27,Dependiente,128730,Técnico,Conviviente,Bajo,Alta,Masculino,10520,0,65,Medio
40,Dependiente,173590,Superior,Soltero,Alto,Alta,Masculino,0,0,50,Alto
46,Dependiente,111979,Primaria,Soltero,Medio,Media,Masculino,0,0,47,Medio
52,Dependiente,186303,Secundaria,Soltero,Alto,Alta,Masculino,15024,0,55,Alto
42,Dependiente,29320,Superior,Soltero,Alto,Baja,Masculino,0,0,60,Alto
77,Dependiente,138714,Secundaria,Soltero,Alto,Alta,Masculino,2000,5200,40,Alto
36,Dependiente,184659,Secundaria,Soltero,Medio,Media,Masculino,0,0,40,Alto
46,Dependiente,214955,Técnico,Soltero,Bajo,Alta,Femenino,0,0,40,Bajo
50,Dependiente,301024,Técnico,Conviviente,Bajo,Alta,Masculino,0,0,40,Alto
46,Dependiente,229394,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Medio
43,Dependiente,154210,Secundaria,Soltero,Alto,Alta,M,2829,0,60,Medio
43,Dependiente,142682,Secundaria,Soltero,Alto,Alta,Masculino,0,0,30,Medio
47,Dependiente,293623,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
47,Dependiente,298130,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
23,Independiente,93076,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
73,Dependiente,301210,Sin estudios,Soltero,Bajo,Bajo,Masculino,0,1735,20,Bajo
26,Dependiente,178140,Técnico,Soltero,Bajo,Media,Masculino,0,0,45,Medio
50,Dependiente,69345,Técnico,Soltero,Alto,Alta,Masculino,3103,0,55,Alto
18,NA,267399,Secundaria,Conviviente,NA,NA,Femenino,0,0,12,Bajo
36,NA,139770,Secundaria,Soltero,NA,NA,f,0,0,32,Bajo
18,Dependiente,212936,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,15,Medio
21,Dependiente,180190,Técnico,Soltero,Bajo,Bajo,Masculino,0,0,46,Bajo
61,Dependiente,142922,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
34,Dependiente,97306,Técnico,Soltero,Bajo,Alta,Femenino,0,0,25,Bajo
26,Dependiente,45869,Técnico,Conviviente,Bajo,Media,Masculino,0,0,40,Bajo
39,Dependiente,178948,Secundaria,Soltero,Alto,Alta,Femenino,0,0,50,Medio
22,Dependiente,429346,Secundaria,Conviviente,Alto,Media,Masculino,0,0,40,Medio
29,Dependiente,77207,Superior,Soltero,Alto,Alta,Masculino,0,0,30,Bajo
28,Independiente,526528,Secundaria,Conviviente,Alto,Baja,Femenino,3887,0,40,Alto
42,Independiente,201495,Secundaria,Soltero,Alto,Alta,Masculino,0,0,72,Alto
61,Independiente,153408,Superior,Soltero,Alto,Alta,Femenino,0,0,40,Alto
40,Dependiente,237293,Superior,Soltero,Medio,Media,Femenino,15024,0,40,Alto
45,Dependiente,129387,Técnico,Soltero,Alto,Baja,Femenino,0,0,40,Medio
42,Dependiente,221172,Técnico,Soltero,Alto,Alta,Masculino,4800,5200,40,Alto
34,Dependiente,85374,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
37,Dependiente,167777,Secundaria,Soltero,Alto,Alta,Masculino,0,0,52,Medio
44,Dependiente,109684,Superior,Soltero,Alto,Baja,Femenino,0,0,40,Medio
49,Dependiente,298659,Secundaria,Soltero,Alto,Alta,Masculino,0,0,15,Alto
21,Dependiente,301694,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,35,Alto
19,Dependiente,194205,Secundaria,Conviviente,Alto,Alta,f,0,0,40,Medio
27,Dependiente,153546,Técnico,Conviviente,Bajo,Media,Femenino,0,0,40,Bajo
52,Dependiente,61735,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
29,Dependiente,274010,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,45,Bajo
24,Dependiente,137876,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,50,Alto
26,Dependiente,233777,Secundaria,Soltero,Alto,Alta,Masculino,0,0,72,Bajo
61,Dependiente,243283,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
36,Dependiente,161141,Técnico,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
25,Dependiente,217006,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
32,Dependiente,107843,Secundaria,Soltero,Alto,Alta,Masculino,5178,0,50,Alto
28,Dependiente,201954,Técnico,Conviviente,Bajo,Alta,Masculino,0,0,65,Medio
23,Dependiente,106957,Secundaria,Conviviente,Alto,Alta,Masculino,14344,0,40,Alto
46,Dependiente,148738,Secundaria,Soltero,Alto,Alta,Masculino,0,1740,35,Bajo
34,Dependiente,110554,Secundaria,Soltero,Alto,Alta,Femenino,0,0,35,Bajo
17,Dependiente,122041,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,20,Bajo
20,Dependiente,115057,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Bajo
40,Dependiente,188465,Secundaria,Soltero,Alto,Alta,Femenino,0,0,35,Bajo
71,Dependiente,180117,Primaria,Soltero,Medio,Media,Masculino,0,0,40,Bajo
35,Dependiente,280966,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
30,Dependiente,56121,Secundaria,Conviviente,Bajo,Bajo,Masculino,0,0,40,Bajo
24,Dependiente,161508,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,50,Alto
25,Dependiente,49092,Técnico,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
53,Independiente,20676,Secundaria,Soltero,Alto,Alta,Masculino,0,0,48,Alto
53,Dependiente,227602,Secundaria,Soltero,Alto,Alta,Femenino,0,0,37,Alto
63,Dependiente,225102,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
41,Dependiente,121055,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
36,Dependiente,415578,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
19,NA,204441,Secundaria,Conviviente,NA,NA,Masculino,0,0,20,Bajo
52,Dependiente,160703,Superior,Soltero,Alto,Alta,Masculino,0,0,65,Alto
45,Independiente,190406,Superior,Soltero,Alto,Baja,Masculino,25236,0,36,Alto
45,Mixto,203653,Secundaria,Soltero,Alto,Alta,Masculino,7298,0,40,Alto
31,Dependiente,195136,Técnico,Soltero,Bajo,Alta,Femenino,0,0,32,Bajo
31,Dependiente,176831,Primaria,Soltero,Medio,Baja,Femenino,0,0,40,Bajo
47,Dependiente,114459,Superior,Soltero,Alto,Alta,Masculino,0,0,50,Alto
44,Dependiente,408531,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Alto
63,NA,321403,Primaria,Conviviente,NA,NA,Masculino,0,0,40,Bajo
34,Dependiente,260560,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,50,Medio
51,Independiente,237141,Superior,Soltero,Alto,Alta,Masculino,0,0,40,Alto
33,Dependiente,233107,Primaria,Soltero,Medio,Media,Masculino,0,0,33,Bajo
41,Independiente,355756,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
33,NA,369386,Secundaria,Soltero,NA,NA,Femenino,5178,0,40,Alto
39,Dependiente,147548,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
20,Dependiente,133352,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Alto
60,Dependiente,103344,Secundaria,Soltero,Alto,Alta,Masculino,15024,0,40,Alto
19,Dependiente,194608,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,20,Alto
18,Dependiente,308889,Secundaria,Conviviente,Alto,Media,Femenino,0,0,20,Medio
49,NA,114648,Secundaria,Soltero,NA,NA,Masculino,0,0,40,Bajo
34,Dependiente,204375,Superior,Conviviente,Alto,Alta,Femenino,0,0,60,Alto
21,Dependiente,65225,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,30,Alto
38,Independiente,95432,Secundaria,Soltero,Alto,Alta,Masculino,2000,5200,40,Alto
21,Dependiente,83580,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,4,Medio
18,Dependiente,60981,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,4,Alto
46,Dependiente,360096,Técnico,Soltero,Bajo,Media,Masculino,15024,0,60,Medio
62,Dependiente,183735,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
48,Dependiente,48885,Secundaria,Soltero,Alto,Alta,Femenino,0,0,35,Alto
35,Dependiente,417136,Secundaria,Soltero,Alto,Baja,Masculino,0,0,40,Alto
24,Dependiente,209770,Técnico,Conviviente,Bajo,Alta,Femenino,0,0,8,Bajo
34,Dependiente,176711,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
21,Dependiente,305781,Secundaria,Conviviente,Alto,Baja,Masculino,0,0,45,Medio
42,Dependiente,319016,Secundaria,Soltero,Alto,Alta,Masculino,2885,0,45,Bajo
37,Dependiente,169426,Secundaria,Soltero,Alto,Alta,Masculino,0,0,60,Alto
37,Dependiente,127918,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,20,Medio
39,Dependiente,108069,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,40,Medio
56,Dependiente,76281,Técnico,Caso,Bajo,Alta,Femenino,0,0,40,Bajo
65,NA,178931,Secundaria,Soltero,NA,NA,Masculino,3818,0,40,Bajo
25,Dependiente,138765,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
52,Dependiente,313243,Secundaria,Soltero,Alto,Alta,Masculino,0,0,55,Alto
47,Dependiente,265275,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
32,Dependiente,183811,Secundaria,Soltero,Alto,Alta,Masculino,2829,0,40,Alto
27,Dependiente,127833,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Alto
44,Dependiente,169397,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
34,Dependiente,202822,Superior,Conviviente,Bajo,Bajo,Femenino,0,0,40,Bajo
22,Dependiente,51262,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
20,Dependiente,127185,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,15,Medio
50,Dependiente,145419,Superior,Soltero,Alto,Alta,Masculino,7688,0,45,Alto
31,Dependiente,206541,Secundaria,Soltero,Alto,Alta,M,0,0,40,Alto
21,Dependiente,136975,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
49,Independiente,159641,Técnico,Soltero,Bajo,Alta,Femenino,0,625,40,Bajo
25,Dependiente,44363,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,35,Bajo
37,Dependiente,186434,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
70,Dependiente,207938,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,5,Bajo
25,Dependiente,212311,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,40,Alto
36,Independiente,166697,Técnico,Soltero,Bajo,Alta,Femenino,0,0,40,Bajo
27,NA,182386,Secundaria,Soltero,NA,NA,Femenino,0,0,35,Bajo
46,Dependiente,216934,Técnico,Soltero,Alto,Alta,Masculino,0,0,40,Medio
45,Dependiente,192835,Técnico,Soltero,Bajo,Media,Masculino,0,1977,55,Medio
65,Dependiente,153522,Secundaria,Caso,Alto,Baja,Femenino,0,0,17,Bajo
44,Dependiente,36271,Técnico,Soltero,Medio,Media,Masculino,0,0,40,Medio
17,NA,47407,Secundaria,Conviviente,NA,NA,Masculino,0,0,10,Bajo
60,Dependiente,218085,Secundaria,Soltero,Bajo,Bajo,Femenino,0,0,50,Bajo
43,Dependiente,143046,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Bajo
29,Dependiente,53434,Técnico,Soltero,Alto,Alta,Masculino,0,0,60,Alto
22,Dependiente,304602,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
59,Dependiente,157305,Sin estudios,Conviviente,Bajo,Bajo,Masculino,0,0,40,Bajo
47,Dependiente,67716,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
33,Dependiente,132601,Técnico,Soltero,Alto,Alta,Masculino,0,0,55,Alto
22,Dependiente,297380,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Medio
17,NA,104025,Secundaria,Conviviente,NA,NA,M,0,0,18,Bajo
56,Dependiente,101436,Secundaria,Soltero,Alto,Media,Femenino,0,0,35,Medio
48,Dependiente,373606,Secundaria,Soltero,Alto,Baja,Masculino,0,0,65,Alto
40,Dependiente,179735,Técnico,Soltero,Alto,Baja,Femenino,0,0,50,Alto
23,Dependiente,117606,Técnico,Conviviente,Medio,Media,Femenino,0,0,60,Bajo
38,Dependiente,33001,Técnico,Soltero,Alto,Alta,Masculino,0,0,55,Alto
28,Dependiente,150309,Secundaria,Soltero,Alto,Alta,M,0,0,45,Alto
29,NA,499935,Técnico,Conviviente,NA,NA,Femenino,0,0,40,Bajo
31,Dependiente,169002,Secundaria,Soltero,Alto,Alta,Masculino,0,0,55,Medio
60,Independiente,165982,Superior,Soltero,Alto,Alta,Masculino,0,0,50,Alto
79,Dependiente,266119,Técnico,Soltero,Medio,Media,Masculino,0,0,40,Bajo
31,Dependiente,377374,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Bajo
26,Dependiente,160340,Secundaria,Soltero,Bajo,Bajo,Masculino,0,0,60,Bajo
71,Dependiente,216608,Técnico,Conviviente,Bajo,Alta,Femenino,0,0,40,Bajo
58,Dependiente,354024,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Alto
22,Dependiente,285775,Técnico,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
26,Dependiente,142689,Técnico,Conviviente,Bajo,Bajo,Masculino,0,0,45,Bajo
35,Independiente,195516,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
58,Independiente,239405,Sin estudios,Soltero,Alto,Media,Femenino,0,0,40,Alto
25,Dependiente,232914,Técnico,Soltero,Bajo,Media,Femenino,0,0,38,Bajo
31,Dependiente,309974,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,40,Medio
34,Dependiente,164190,Secundaria,Soltero,Alto,Alta,Masculino,0,1902,38,Alto
47,Dependiente,98012,Superior,Soltero,Alto,Alta,Femenino,7688,0,40,Alto
24,Dependiente,141003,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,25,Alto
42,Dependiente,66118,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Bajo
35,Dependiente,174308,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
35,Dependiente,190895,Secundaria,Soltero,Alto,Alta,Masculino,0,0,60,Alto
21,Dependiente,146499,Técnico,Soltero,Bajo,Alta,Femenino,0,1579,40,Bajo
34,Dependiente,25322,Técnico,Caso,Medio,Media,Masculino,0,2339,40,Medio
46,Dependiente,249686,Superior,Conviviente,Medio,Media,Masculino,0,0,50,Alto
25,Dependiente,306908,Técnico,Soltero,Alto,Alta,Masculino,0,0,45,Alto
34,Dependiente,123429,Secundaria,Soltero,Alto,Alta,M,0,0,60,Alto
33,Dependiente,79923,Superior,Soltero,Alto,Alta,Masculino,0,0,45,Alto
50,Dependiente,132716,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Alto
51,Independiente,134808,Secundaria,Caso,Alto,Baja,Femenino,0,0,40,Bajo
49,Independiente,269417,Superior,Conviviente,Alto,Alta,Femenino,0,2258,50,Alto
35,Dependiente,207568,Primaria,Conviviente,Medio,Media,Masculino,0,0,40,Bajo
27,Independiente,332785,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,38,Bajo
30,Independiente,73796,Técnico,Conviviente,Medio,Media,Femenino,0,0,40,Medio
23,Dependiente,204653,Secundaria,Conviviente,Alto,Alta,Masculino,2000,5200,72,Alto
27,Independiente,105189,Secundaria,Soltero,Alto,Alta,Masculino,4865,0,50,Alto
42,Dependiente,262425,Secundaria,Soltero,Alto,Alta,M,4800,0,50,Alto
43,Dependiente,145762,Técnico,Soltero,Alto,Alta,Masculino,0,0,40,Medio
24,Dependiente,21154,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,30,Bajo
40,Dependiente,367533,Secundaria,Soltero,Alto,Alta,Masculino,2580,0,40,Bajo
36,Dependiente,209609,Técnico,Soltero,Bajo,Media,Masculino,0,0,38,Bajo
54,Dependiente,213092,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Medio
39,Dependiente,101260,Secundaria,Conviviente,Bajo,Bajo,Masculino,0,0,40,Bajo
44,Independiente,107845,Técnico,Soltero,Bajo,Bajo,Femenino,0,0,56,Medio
39,Dependiente,505119,Superior,Soltero,Alto,Alta,Masculino,0,0,40,Alto
41,Dependiente,186909,Superior,Soltero,Alto,Alta,Femenino,0,1902,35,Alto
81,Dependiente,364099,Secundaria,Soltero,Alto,Alta,Femenino,0,0,20,Alto
37,Independiente,22201,Técnico,Soltero,Alto,Alta,Masculino,7298,0,40,Alto
67,Dependiente,154035,Secundaria,Caso,Alto,Media,Masculino,0,0,32,Alto
18,Dependiente,123856,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,49,Alto
49,Independiente,269527,Superior,Soltero,Alto,Alta,Masculino,7298,0,40,Alto
50,Mixto,67794,Secundaria,Caso,Alto,Alta,Masculino,0,0,60,Medio
26,Dependiente,275703,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
57,Dependiente,185072,Secundaria,Conviviente,Alto,Media,Femenino,0,0,40,Alto
19,Dependiente,146679,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,30,Medio
28,Mixto,164170,Técnico,Soltero,Alto,Alta,Femenino,0,0,40,Alto
44,Independiente,55076,Superior,Conviviente,Alto,Alta,Femenino,0,0,60,Alto
28,Dependiente,222442,Secundaria,Soltero,Alto,Alta,Masculino,0,0,51,Medio
62,NA,199198,Secundaria,Soltero,NA,NA,Femenino,0,0,40,Bajo
32,Independiente,177566,Secundaria,Caso,Alto,Alta,Masculino,0,0,50,Medio
45,Dependiente,43434,Técnico,Conviviente,Alto,Alta,Femenino,0,0,40,Medio
42,Dependiente,356934,Superior,Soltero,Alto,Alta,Masculino,0,0,40,Alto
18,NA,171088,Secundaria,Conviviente,NA,NA,Femenino,0,0,40,Bajo
46,Dependiente,271828,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
50,Dependiente,118058,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Alto
52,Dependiente,138497,Técnico,Soltero,Medio,Media,Masculino,0,0,60,Medio
45,NA,215943,Secundaria,Soltero,NA,NA,M,0,0,40,Bajo
24,Independiente,161092,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
35,Dependiente,196899,Técnico,Conviviente,Alto,Alta,Femenino,0,0,50,Medio
47,Dependiente,266860,Secundaria,Soltero,Alto,Alta,M,0,0,65,Alto
19,Dependiente,27433,Secundaria,Conviviente,Alto,Alta,M,0,0,40,Alto
40,Dependiente,343068,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Alto
32,Dependiente,170154,Técnico,Conviviente,Medio,Alta,Femenino,25236,0,50,Alto
28,Dependiente,156257,Secundaria,Soltero,Alto,Alta,Masculino,0,0,60,Alto
35,Independiente,185053,Técnico,Conviviente,Medio,Media,Femenino,0,0,40,Bajo
19,Independiente,215891,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,10,Medio
21,Independiente,166704,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,14,Alto
50,Mixto,135339,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
49,Independiente,324791,Técnico,Soltero,Medio,Media,M,0,0,50,Alto
23,Dependiente,190273,Técnico,Conviviente,Bajo,Bajo,Masculino,0,0,40,Bajo
30,Dependiente,112263,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
57,Dependiente,199572,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
51,Dependiente,229465,Superior,Soltero,Alto,Alta,Masculino,15024,0,50,Alto
35,Dependiente,409200,Técnico,Conviviente,Bajo,Alta,Masculino,0,0,40,Bajo
36,Dependiente,175759,Secundaria,Soltero,Alto,Baja,Masculino,0,0,40,Alto
47,Dependiente,152752,Sin estudios,Soltero,Alto,Alta,Masculino,0,0,20,Medio
48,Dependiente,182211,Secundaria,Soltero,Alto,Alta,Masculino,0,0,44,Alto
28,Dependiente,189346,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,48,Alto
30,Dependiente,190040,Técnico,Conviviente,Bajo,Bajo,Femenino,0,0,40,Bajo
40,Dependiente,164647,Secundaria,Soltero,Alto,Baja,Femenino,0,0,38,Medio
37,Dependiente,180477,Secundaria,Soltero,Alto,Alta,Masculino,0,0,47,Medio
58,Mixto,56392,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
39,Dependiente,67433,Técnico,Conviviente,Medio,Media,Femenino,0,0,40,Medio
17,NA,198797,Secundaria,Conviviente,NA,NA,Masculino,0,0,20,Bajo
44,Dependiente,216907,Técnico,Soltero,Bajo,Media,Masculino,0,1848,40,Medio
56,Dependiente,249368,Secundaria,Caso,Alto,Alta,Masculino,0,0,70,Alto
37,Dependiente,238959,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Medio
36,Dependiente,216711,Secundaria,Soltero,Alto,Alta,Masculino,NA,0,50,Alto
23,NA,154921,Sin estudios,Conviviente,NA,NA,Masculino,0,0,50,Bajo
43,Dependiente,257780,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
21,Dependiente,143582,Técnico,Conviviente,Medio,Media,Femenino,0,0,45,Medio
54,Dependiente,220055,Técnico,Caso,Alto,Baja,Femenino,0,0,40,Bajo
26,Dependiente,134287,Técnico,Conviviente,Bajo,Media,Femenino,0,0,35,Bajo
40,Dependiente,182136,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
54,Dependiente,383365,Técnico,Soltero,Alto,Alta,Masculino,0,0,70,Alto
56,Dependiente,279340,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Medio
46,Dependiente,428350,Secundaria,Soltero,Alto,Alta,Femenino,0,0,15,Alto
23,Dependiente,38707,Secundaria,Soltero,Bajo,Bajo,Masculino,0,0,60,Alto
19,NA,252752,Secundaria,Conviviente,NA,NA,Masculino,0,0,35,Bajo
21,NA,303588,Secundaria,Conviviente,NA,NA,Femenino,0,0,30,Bajo
20,NA,189740,Secundaria,Conviviente,NA,NA,f,0,0,32,Bajo
41,NA,202822,Secundaria,Conviviente,NA,NA,Femenino,0,0,32,Bajo
39,Dependiente,126569,Superior,Soltero,Alto,Alta,Masculino,15024,0,60,Alto
43,NA,396116,Secundaria,Soltero,NA,NA,Masculino,0,0,40,Bajo
65,Dependiente,398001,Secundaria,Caso,Alto,Alta,Femenino,0,0,20,Medio
52,Dependiente,114062,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Alto
