edad,tipo_relacion_laboral,impuestos_anuales,nivel_educativo,estado_civil,clase_trabajo,educacion_final,genero,ganancia_capital,perdida_capital,horas_semanales,nivel_ingresos
48.0,Dependiente,481987.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
46.0,Dependiente,369538.0,Primaria,Soltero,Bajo,Baja,Masculino,0.0,0.0,40.0,Medio
28.0,Dependiente,277746.0,Primaria,Soltero,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
25.0,Independiente,156848.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,35.0,Medio
35.0,Dependiente,139086.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
61.0,Dependiente,98350.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
37.0,Dependiente,109133.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,1977.0,45.0,Medio
37.0,Dependiente,336880.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Bajo
36.0,Mixto,162302.0,Secundaria,Conviviente,Bajo,Baja,Femenino,0.0,0.0,35.0,Bajo
29.0,Dependiente,31778.0,Secundaria,Conviviente,Alto,Media,Masculino,0.0,0.0,25.0,Bajo
30.0,Dependiente,156464.0,Superior,Conviviente,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
50.0,Dependiente,98228.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,45.0,Alto
32.0,Dependiente,295117.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
55.0,Dependiente,197422.0,Secundaria,Soltero,Alto,Alta,Masculino,7688.0,0.0,40.0,Alto
27.0,Dependiente,308995.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
31.0,Dependiente,178506.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,40.0,Bajo
68.0,Dependiente,161744.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,16.0,Bajo
36.0,Dependiente,203482.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
42.0,Independiente,105804.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
33.0,Dependiente,119176.0,Secundaria,Casado,Alto,Baja,Femenino,0.0,0.0,40.0,Medio
34.0,Dependiente,200192.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
37.0,Independiente,270278.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,12.0,Medio
19.0,Dependiente,129151.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
25.0,Dependiente,173062.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,40.0,Bajo
43.0,Independiente,209899.0,Superior,Conviviente,Alto,Alta,Femenino,8614.0,0.0,47.0,Alto
51.0,Independiente,454063.0,Superior,Soltero,Alto,Alta,Masculino,7298.0,0.0,40.0,Alto
19.0,Dependiente,279968.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,20.0,Alto
46.0,Dependiente,95256.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Medio
49.0,Independiente,192349.0,Superior,Conviviente,Alto,Alta,Femenino,4650.0,0.0,40.0,Alto
26.0,Dependiente,118497.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Bajo
49.0,Dependiente,277946.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
47.0,Dependiente,225065.0,Sin estudios,Conviviente,Alto,Baja,Femenino,0.0,0.0,40.0,Bajo
22.0,Dependiente,131230.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
38.0,Dependiente,174717.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,50.0,Medio
59.0,Independiente,349910.0,Técnico,Soltero,Alto,Alta,Masculino,10605.0,0.0,50.0,Alto
32.0,Dependiente,46691.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,40.0,Bajo
45.0,Independiente,232997.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,65.0,Alto
39.0,Dependiente,191103.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
40.0,Dependiente,235786.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,44.0,Alto
44.0,Dependiente,227065.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
21.0,Dependiente,317175.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,60.0,Medio
62.0,Dependiente,113440.0,Técnico,Soltero,Bajo,Baja,Masculino,0.0,0.0,35.0,Bajo
21.0,Dependiente,202373.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
17.0,Dependiente,121425.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,16.0,Medio
62.0,Dependiente,77884.0,Sin estudios,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
65.0,Dependiente,143175.0,Secundaria,Casado,Alto,Media,Femenino,0.0,0.0,45.0,Medio
28.0,Dependiente,360527.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,45.0,Bajo
19.0,Dependiente,192453.0,Secundaria,Conviviente,Alto,Media,Femenino,4800.0,0.0,25.0,Alto
39.0,Dependiente,362685.0,Sin estudios,Casado,Alto,Alta,Femenino,0.0,0.0,20.0,Bajo
61.0,Dependiente,95929.0,Primaria,Soltero,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
57.0,Independiente,254949.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
26.0,Dependiente,186950.0,Técnico,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
70.0,Dependiente,280307.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,20.0,Medio
45.0,Dependiente,289353.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,24.0,Bajo
59.0,Dependiente,175689.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,14.0,Alto
24.0,Dependiente,209782.0,Técnico,Conviviente,Medio,Media,Femenino,0.0,0.0,40.0,Medio
29.0,Dependiente,250819.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
40.0,Dependiente,183765.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
21.0,Dependiente,111467.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
39.0,Dependiente,176634.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
47.0,Dependiente,280798.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
39.0,Independiente,116666.0,Secundaria,Conviviente,Alto,Alta,Masculino,4650.0,0.0,48.0,Alto
32.0,Dependiente,328060.0,Primaria,Conviviente,Medio,Alta,Femenino,0.0,0.0,40.0,Bajo
24.0,Dependiente,258700.0,Sin estudios,Conviviente,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
43.0,Dependiente,427382.0,Superior,Conviviente,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
64.0,Dependiente,192596.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,30.0,Medio
34.0,Independiente,205704.0,Superior,Conviviente,Alto,Alta,Masculino,0.0,0.0,35.0,Bajo
19.0,Dependiente,187570.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,20.0,Alto
49.0,Dependiente,50748.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,55.0,Alto
34.0,Dependiente,150154.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
25.0,Dependiente,190350.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,40.0,Medio
46.0,Dependiente,142828.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
44.0,Dependiente,71269.0,Técnico,Soltero,Bajo,Alta,Masculino,0.0,0.0,40.0,Bajo
21.0,Dependiente,228395.0,Secundaria,Conviviente,Alto,Media,Femenino,0.0,0.0,20.0,Bajo
60.0,Independiente,114060.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
32.0,Independiente,443546.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
28.0,Dependiente,115438.0,Técnico,Conviviente,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
57.0,Independiente,66504.0,Superior,Soltero,Alto,Alta,Femenino,0.0,0.0,50.0,Alto
21.0,Dependiente,148444.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,25.0,Medio
63.0,Dependiente,29859.0,Primaria,Soltero,Medio,Media,Masculino,7688.0,0.0,60.0,Alto
29.0,Dependiente,297054.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
23.0,Dependiente,173679.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
50.0,Dependiente,83311.0,Técnico,Soltero,Alto,Alta,Masculino,2000.0,0.0,13.0,Alto
57.0,Dependiente,114495.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
50.0,Independiente,183390.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,40.0,Medio
29.0,Dependiente,144063.0,Primaria,Soltero,Bajo,Baja,Masculino,0.0,0.0,72.0,Bajo
25.0,Mixto,132683.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,50.0,Bajo
45.0,Dependiente,107787.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Bajo
39.0,Independiente,122011.0,Superior,Soltero,Medio,Media,Femenino,5178.0,0.0,38.0,Alto
45.0,Dependiente,91044.0,Superior,Soltero,Alto,Alta,Femenino,0.0,0.0,15.0,Alto
34.0,Mixto,269723.0,Secundaria,Soltero,Alto,Baja,Femenino,2977.0,0.0,50.0,Medio
31.0,Dependiente,196125.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
41.0,Dependiente,220460.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
32.0,Dependiente,123971.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,49.0,Bajo
51.0,Independiente,45334.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,70.0,Alto
48.0,Dependiente,278039.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
21.0,Dependiente,145964.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
45.0,Dependiente,54744.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1848.0,40.0,Alto
26.0,Dependiente,73689.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,55.0,Alto
23.0,Dependiente,101885.0,Primaria,Conviviente,Medio,Media,Femenino,0.0,0.0,40.0,Bajo
31.0,Dependiente,111423.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,55.0,Bajo
33.0,Independiente,342458.0,Técnico,Soltero,Bajo,Alta,Masculino,0.0,0.0,56.0,Bajo
40.0,Dependiente,225165.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
52.0,Dependiente,109413.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
38.0,Dependiente,189916.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
30.0,Dependiente,111415.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,45.0,Medio
39.0,Dependiente,126494.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Bajo
69.0,Dependiente,240562.0,Superior,Soltero,Alto,Alta,Masculino,1459.6,0.0,40.0,Alto
40.0,Dependiente,64980.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,55.0,Alto
40.0,Dependiente,239708.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Medio
21.0,Dependiente,89154.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,42.0,Bajo
48.0,Dependiente,174386.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
45.0,Dependiente,275517.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Alto
31.0,Dependiente,53042.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
41.0,Independiente,518030.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,1590.0,40.0,Bajo
26.0,Dependiente,350853.0,Sin estudios,Conviviente,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
34.0,Dependiente,156464.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,85.0,Alto
18.0,Dependiente,120283.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,24.0,Alto
29.0,Dependiente,256956.0,Técnico,Conviviente,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
36.0,Dependiente,36425.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,35.0,Alto
35.0,Dependiente,54159.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,38.0,Alto
34.0,Dependiente,198613.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,25.0,Medio
35.0,Dependiente,139770.0,Secundaria,Conviviente,Alto,Alta,Femenino,6849.0,0.0,40.0,Medio
51.0,Independiente,116286.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
59.0,Dependiente,196482.0,Secundaria,Casado,Alto,Baja,Femenino,0.0,0.0,40.0,Medio
35.8,Dependiente,186151.0,Secundaria,Conviviente,Bajo,Baja,Femenino,0.0,0.0,40.0,Bajo
51.0,Dependiente,96586.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
33.0,Dependiente,113326.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
26.0,Mixto,410240.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
55.0,Dependiente,202220.0,Secundaria,Soltero,Alto,Alta,Femenino,2407.0,0.0,35.0,Bajo
28.0,Independiente,213195.0,Técnico,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
79.0,Dependiente,142370.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,10.0,Bajo
32.0,Independiente,504951.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
68.0,Dependiente,315859.0,Secundaria,Conviviente,Alto,Baja,Masculino,4800.0,0.0,20.0,Alto
43.0,Dependiente,200508.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
42.0,Independiente,569930.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
35.0,Dependiente,167140.0,Técnico,Soltero,Medio,Media,Masculino,5013.0,0.0,40.0,Medio
21.0,Dependiente,180339.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,45.0,Bajo
54.0,Dependiente,304570.0,Técnico,Soltero,Alto,Alta,Masculino,7688.0,0.0,40.0,Alto
60.0,Dependiente,88055.0,Superior,Soltero,Alto,Alta,Masculino,3781.0,0.0,16.0,Alto
42.0,Independiente,267252.0,Superior,Conviviente,Alto,Baja,Masculino,0.0,0.0,45.0,Alto
45.0,Independiente,264052.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
37.0,Dependiente,179088.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
44.0,Dependiente,377018.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Medio
49.0,Dependiente,198774.0,Técnico,Soltero,Bajo,Alta,Femenino,0.0,0.0,35.0,Bajo
31.0,Dependiente,252752.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,2415.0,40.0,Alto
47.0,Dependiente,44216.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,45.0,Alto
47.0,Dependiente,162494.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,45.0,Alto
39.0,Dependiente,1455435.0,Técnico,Conviviente,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
47.0,Dependiente,209212.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,56.0,Bajo
37.0,Dependiente,181705.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Bajo
51.0,Dependiente,357949.0,Técnico,Soltero,Alto,Alta,Femenino,0.0,0.0,16.0,Medio
47.0,Dependiente,191277.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
35.0,Dependiente,220595.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
28.0,Dependiente,152951.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
30.0,Dependiente,89735.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
40.0,Dependiente,25005.0,Técnico,Soltero,Bajo,Media,Masculino,15024.0,0.0,99.0,Alto
41.0,Dependiente,169104.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
18.0,Dependiente,210932.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
49.0,Independiente,31267.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,50.0,Bajo
27.0,Dependiente,126730.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
47.0,Dependiente,586657.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
37.0,Dependiente,103986.0,Técnico,Soltero,Bajo,Baja,Masculino,7688.0,0.0,39.0,Alto
47.0,Dependiente,328216.0,Secundaria,Soltero,Alto,Alta,Masculino,7298.0,0.0,40.0,Alto
62.0,Dependiente,115387.0,Secundaria,Conviviente,Alto,Media,Femenino,0.0,0.0,40.0,Bajo
34.0,Dependiente,157747.0,Secundaria,Soltero,Alto,Alta,Masculino,7298.0,0.0,40.0,Alto
29.0,Dependiente,203797.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
33.0,Dependiente,272411.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,40.0,Bajo
39.0,Dependiente,32146.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
20.0,Dependiente,344394.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,30.0,Bajo
29.0,Dependiente,330132.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,60.0,Bajo
42.0,Dependiente,202466.0,Técnico,Soltero,Bajo,Alta,Femenino,0.0,0.0,45.0,Bajo
30.0,Dependiente,133602.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
26.0,Dependiente,199143.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Medio
17.0,Dependiente,116626.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,1719.0,18.0,Bajo
54.0,Dependiente,141663.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
40.0,Independiente,506329.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
35.0,Dependiente,99146.0,Secundaria,Soltero,Bajo,Baja,Masculino,0.0,0.0,50.0,Medio
32.0,Dependiente,93213.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,62.0,Bajo
41.0,Dependiente,239833.0,Secundaria,Casado,Alto,Baja,Masculino,0.0,0.0,50.0,Bajo
30.0,Dependiente,81282.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,40.0,Bajo
74.0,Dependiente,95825.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,3.0,Bajo
41.0,Independiente,197069.0,Secundaria,Casado,Alto,Alta,Masculino,4650.0,0.0,40.0,Medio
69.0,Independiente,34339.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
41.0,Independiente,144928.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Medio
44.0,Dependiente,33126.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,80.0,Medio
31.0,Dependiente,150324.0,Técnico,Conviviente,Alto,Baja,Masculino,0.0,0.0,40.0,Medio
32.0,Dependiente,164190.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,30.0,Bajo
23.0,Independiente,304386.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
22.0,Dependiente,94662.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,44.0,Bajo
18.0,Dependiente,57108.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,16.0,Bajo
20.0,Dependiente,24008.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,24.0,Alto
40.0,Dependiente,169885.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
42.0,Dependiente,341638.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
29.0,Independiente,142712.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
29.0,Dependiente,183061.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,48.0,Alto
54.0,Dependiente,425804.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,45.0,Alto
48.0,Dependiente,249935.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,44.0,Bajo
56.0,Dependiente,208809.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1902.0,51.2,Alto
47.0,Dependiente,221666.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Alto
49.0,Dependiente,360491.0,Secundaria,Casado,Alto,Baja,Femenino,0.0,0.0,40.0,Bajo
43.0,Dependiente,350379.0,Sin estudios,Soltero,Bajo,Baja,Femenino,0.0,0.0,40.0,Bajo
44.0,Dependiente,147265.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
45.0,Dependiente,38240.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
30.0,Dependiente,255885.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
29.0,Independiente,409201.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
36.0,Dependiente,54229.0,Técnico,Soltero,Bajo,Media,Femenino,0.0,0.0,37.0,Bajo
42.0,Independiente,99554.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
36.0,Dependiente,225516.0,Técnico,Conviviente,Medio,Media,Masculino,10520.0,0.0,43.0,Alto
83.0,Dependiente,195507.0,Secundaria,Casado,Alto,Alta,Masculino,0.0,0.0,55.0,Alto
24.0,Dependiente,82804.0,Secundaria,Conviviente,Alto,Baja,Femenino,4800.0,5200.0,40.0,Alto
20.0,Dependiente,205839.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,16.0,Alto
24.0,Dependiente,200679.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
31.0,Dependiente,265706.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,40.0,Bajo
36.0,Dependiente,188069.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
47.0,Dependiente,165468.0,Secundaria,Soltero,Alto,Alta,Masculino,7298.0,0.0,40.0,Alto
29.0,Dependiente,180299.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,35.0,Bajo
28.0,Dependiente,204074.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,48.0,Alto
27.0,Dependiente,220754.0,Superior,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
48.0,Dependiente,217019.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,28.0,Alto
32.0,Dependiente,86723.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,52.0,Alto
51.0,Dependiente,269080.0,Primaria,Casado,Medio,Alta,Femenino,0.0,0.0,40.0,Medio
50.0,Dependiente,101094.0,Superior,Soltero,Medio,Media,Masculino,0.0,0.0,55.0,Bajo
63.0,Dependiente,127363.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,12.0,Alto
37.0,Dependiente,219546.0,Técnico,Soltero,Bajo,Baja,Masculino,3411.0,0.0,47.0,Bajo
25.0,Dependiente,213412.0,Técnico,Conviviente,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
44.0,Dependiente,183342.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,55.0,Alto
32.0,Dependiente,272376.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,40.0,Bajo
57.0,Dependiente,61474.0,Secundaria,Soltero,Alto,Alta,Masculino,7688.0,0.0,45.0,Alto
49.0,Dependiente,156926.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,45.0,Medio
24.0,Dependiente,186831.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,45.0,Medio
33.0,Dependiente,149184.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
36.0,Dependiente,33983.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,42.0,Medio
63.0,Dependiente,201631.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Medio
39.0,Dependiente,86551.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
36.0,Mixto,215392.0,Técnico,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
37.0,Dependiente,143912.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
45.0,Independiente,94754.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
32.0,Dependiente,206051.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,35.0,Medio
52.0,Dependiente,84451.0,Técnico,Soltero,Bajo,Alta,Masculino,0.0,0.0,32.0,Bajo
39.0,Dependiente,83242.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Medio
26.0,Dependiente,109564.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
27.0,Dependiente,56658.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,8.0,Medio
58.0,Independiente,400285.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
51.0,Dependiente,203435.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
34.0,Dependiente,94235.0,Técnico,Conviviente,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
35.0,Dependiente,142282.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,25.0,Alto
42.0,Independiente,272625.0,Técnico,Soltero,Bajo,Alta,Femenino,0.0,0.0,40.0,Alto
21.0,Dependiente,512828.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
19.0,Dependiente,52114.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,10.0,Bajo
36.0,Independiente,142573.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
